psp_reference,merchant,customer_id,customer_name,card_scheme,year,hour_of_day,minute_of_hour,day_of_year,is_credit,usd_amount,amount_minor,currency,ip_country,issuing_country,device_type,shopper_interaction,has_fraudulent_dispute,is_refused_by_adyen,processor,settled_date
MX-100002328,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,0,24,137,False,236.64,23664,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-17
MX-100002329,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,1,27,138,True,243.77,24377,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-18
MX-100002330,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,2,30,139,False,250.9,25090,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-05-19
MX-100002331,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,3,33,140,False,258.03,25803,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-20
MX-100002332,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,4,36,141,False,265.16,26516,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-21
MX-100002333,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,5,39,142,False,272.29,27229,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-22
MX-100002334,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,6,42,143,False,279.42,27942,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-23
MX-100002335,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,7,45,144,False,286.55,28655,USD,US,US,Android,Ecommerce,False,False,adyen,2026-05-24
MX-100002336,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,8,48,145,False,293.68,29368,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-05-25
MX-100002337,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,9,51,146,False,300.81,30081,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-26
MX-100002338,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,10,54,147,False,307.94,30794,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-27
MX-100002339,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,11,57,148,False,315.07,31507,USD,US,US,Android,Ecommerce,False,False,stripe,2026-05-28
MX-100002340,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,12,0,149,False,322.2,32220,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-05-29
MX-100002341,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,13,3,150,False,329.33,32933,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-05-30
MX-100002342,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,14,6,151,False,336.46,33646,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-05-31
MX-100002343,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,15,9,152,False,343.59,34359,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-01
MX-100002344,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,16,12,153,False,350.72,35072,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-02
MX-100002345,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,17,15,154,False,357.85,35785,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-06-03
MX-100002346,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,18,18,155,True,364.98,36498,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-04
MX-100002347,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,19,21,156,False,372.11,37211,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-05
MX-100002348,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,20,24,157,False,379.24,37924,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-06
MX-100002349,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,21,27,158,False,386.37,38637,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-07
MX-100002350,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,22,30,159,False,393.5,39350,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-06-08
MX-100002351,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,23,33,160,False,400.63,40063,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-09
MX-100002352,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,0,36,161,False,407.76,40776,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-10
MX-100002353,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,1,39,162,False,414.89,41489,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-11
MX-100002354,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,2,42,163,False,422.02,42202,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-12
MX-100002355,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,3,45,164,False,429.15,42915,USD,US,US,Android,Ecommerce,False,False,adyen,2026-06-13
MX-100002356,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,4,48,165,False,436.28,43628,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-14
MX-100002357,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,5,51,166,False,23.41,2341,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-15
MX-100002358,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,6,54,167,False,30.54,3054,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-16
MX-100002359,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,7,57,168,False,37.67,3767,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-17
MX-100002360,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,8,0,169,False,44.8,4480,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-06-18
MX-100002361,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,9,3,170,False,51.93,5193,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-19
MX-100002362,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,10,6,171,False,59.06,5906,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-20
MX-100002363,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,11,9,172,True,66.19,6619,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-21
MX-100002364,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,12,12,173,False,73.32,7332,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-22
MX-100002365,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,13,15,174,False,80.45,8045,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-06-23
MX-100002366,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,14,18,175,False,87.58,8758,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-06-24
MX-100002367,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,15,21,176,False,94.71,9471,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-25
MX-100002368,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,16,24,177,False,101.84,10184,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-26
MX-100002369,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,17,27,178,False,108.97,10897,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-06-27
MX-100002370,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,18,30,179,False,116.1,11610,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-06-28
MX-100002371,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,19,33,180,False,123.23,12323,USD,US,US,Android,Ecommerce,False,False,stripe,2026-06-29
MX-100002372,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,20,36,181,False,130.36,13036,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-06-30
MX-100002373,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,21,39,182,False,137.49,13749,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-01
MX-100002374,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,22,42,183,False,144.62,14462,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-02
MX-100002375,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,23,45,184,False,151.75,15175,USD,US,US,Android,Ecommerce,False,False,adyen,2026-07-03
MX-100002376,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,0,48,185,False,158.88,15888,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-04
MX-100002377,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,1,51,186,False,166.01,16601,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-05
MX-100002378,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,2,54,187,False,173.14,17314,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-06
MX-100002379,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,3,57,188,False,180.27,18027,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-07
MX-100002380,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,4,0,189,True,187.4,18740,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-07-08
MX-100002381,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,5,3,190,False,194.53,19453,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-09
MX-100002382,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,6,6,191,False,201.66,20166,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-10
MX-100002383,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,7,9,192,False,208.79,20879,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-11
MX-100002384,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,8,12,193,False,215.92,21592,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-12
MX-100002385,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,9,15,194,False,223.05,22305,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-07-13
MX-100002386,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,10,18,195,False,230.18,23018,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-14
MX-100002387,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,11,21,196,False,237.31,23731,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-15
MX-100002388,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,12,24,197,False,244.44,24444,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-16
MX-100002389,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,13,27,198,False,251.57,25157,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-17
MX-100002390,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,14,30,199,False,258.7,25870,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-07-18
MX-100002391,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,15,33,200,False,265.83,26583,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-19
MX-100002392,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,16,36,201,False,272.96,27296,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-20
MX-100002393,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,17,39,202,False,280.09,28009,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-21
MX-100002394,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,18,42,203,False,287.22,28722,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-22
MX-100002395,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,19,45,204,False,294.35,29435,USD,US,US,Android,Ecommerce,False,False,adyen,2026-07-23
MX-100002396,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,20,48,205,False,301.48,30148,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-07-24
MX-100002397,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,21,51,206,True,308.61,30861,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-25
MX-100002398,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,22,54,207,False,315.74,31574,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-26
MX-100002399,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,23,57,208,False,322.87,32287,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-27
MX-100002400,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,0,0,209,False,330.0,33000,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-07-28
MX-100002401,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,1,3,210,False,337.13,33713,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-07-29
MX-100002402,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,2,6,211,False,344.26,34426,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-07-30
MX-100002403,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,3,9,212,False,351.39,35139,USD,US,US,Android,Ecommerce,False,False,stripe,2026-07-31
MX-100002404,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,4,12,213,False,358.52,35852,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-01
MX-100002405,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,5,15,214,False,365.65,36565,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-08-02
MX-100002406,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,6,18,215,False,372.78,37278,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-03
MX-100002407,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,7,21,216,False,379.91,37991,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-04
MX-100002408,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,8,24,217,False,387.04,38704,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-05
MX-100002409,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,9,27,218,False,394.17,39417,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-06
MX-100002410,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,10,30,219,False,401.3,40130,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-08-07
MX-100002411,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,11,33,220,False,408.43,40843,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-08
MX-100002412,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,12,36,221,False,415.56,41556,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-09
MX-100002413,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,13,39,222,False,422.69,42269,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-10
MX-100002414,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,14,42,223,True,429.82,42982,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-11
MX-100002415,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,15,45,224,False,436.95,43695,USD,US,US,Android,Ecommerce,False,False,adyen,2026-08-12
MX-100002416,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,16,48,225,False,24.08,2408,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-13
MX-100002417,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,17,51,226,False,31.21,3121,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-14
MX-100002418,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,18,54,227,False,38.34,3834,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-15
MX-100002419,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,19,57,228,False,45.47,4547,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-16
MX-100002420,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,20,0,229,False,52.6,5260,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-08-17
MX-100002421,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,21,3,230,False,59.73,5973,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-18
MX-100002422,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,22,6,231,False,66.86,6686,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-19
MX-100002423,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,23,9,232,False,73.99,7399,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-20
MX-100002424,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,0,12,233,False,81.12,8112,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-21
MX-100002425,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,1,15,234,False,88.25,8825,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-08-22
MX-100002426,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,2,18,235,False,95.38,9538,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-23
MX-100002427,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,3,21,236,False,102.51,10251,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-24
MX-100002428,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,4,24,237,False,109.64,10964,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-25
MX-100002429,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,5,27,238,False,116.77,11677,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-26
MX-100002430,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,6,30,239,False,123.9,12390,USD,US,US,iOS,Ecommerce,False,False,adyen,2026-08-27
MX-100002431,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,7,33,240,True,131.03,13103,USD,US,US,Android,Ecommerce,False,False,stripe,2026-08-28
MX-100002432,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,8,36,241,False,138.16,13816,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-08-29
MX-100002433,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,9,39,242,False,145.29,14529,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-08-30
MX-100002434,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,10,42,243,False,152.42,15242,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-08-31
MX-100002435,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2026,11,45,244,False,159.55,15955,USD,US,US,Android,Ecommerce,False,False,adyen,2026-09-01
MX-100002436,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2026,12,48,245,False,166.68,16668,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-09-02
MX-100002437,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2026,13,51,246,False,173.81,17381,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-09-03
MX-100002438,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2026,14,54,247,False,180.94,18094,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-09-04
MX-100002439,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2026,15,57,248,False,188.07,18807,USD,US,US,Android,Ecommerce,False,False,stripe,2026-09-05
MX-100002440,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2026,16,0,249,False,195.2,19520,USD,US,US,Windows,Ecommerce,False,False,adyen,2026-09-06
MX-100002441,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2026,17,3,250,False,202.33,20233,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-09-07
MX-100002442,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2026,18,6,251,False,209.46,20946,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-09-08
MX-100002443,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2026,19,9,252,False,216.59,21659,USD,US,US,Android,Ecommerce,False,False,stripe,2026-09-09
MX-100002444,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2026,20,12,253,False,223.72,22372,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-09-10
MX-100002445,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2026,21,15,254,False,230.85,23085,USD,US,US,MacOS,Ecommerce,False,False,adyen,2026-09-11
MX-100002446,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2026,22,18,255,False,237.98,23798,USD,US,US,iOS,Ecommerce,False,False,stripe,2026-09-12
MX-100002447,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2026,23,21,256,False,245.11,24511,USD,US,US,Android,Ecommerce,False,False,stripe,2026-09-13
MX-100002448,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2026,0,24,257,True,252.24,25224,USD,US,US,Windows,Ecommerce,False,False,stripe,2026-09-14
MX-100002449,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2026,1,27,258,False,259.37,25937,USD,US,US,MacOS,Ecommerce,False,False,stripe,2026-09-15
MX-100002450,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,2,30,274,False,266.5,26650,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-10-01
MX-100002451,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,3,33,275,False,273.63,27363,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-02
MX-100002452,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,4,36,276,False,280.76,28076,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-03
MX-100002453,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,5,39,277,False,287.89,28789,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-04
MX-100002454,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,6,42,278,False,295.02,29502,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-05
MX-100002455,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,7,45,279,False,302.15,30215,USD,US,US,Android,Ecommerce,False,False,adyen,2025-10-06
MX-100002456,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,8,48,280,False,309.28,30928,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-07
MX-100002457,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,9,51,281,False,316.41,31641,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-08
MX-100002458,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,10,54,282,False,323.54,32354,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-09
MX-100002459,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,11,57,283,False,330.67,33067,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-10
MX-100002460,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,12,0,284,False,337.8,33780,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-10-11
MX-100002461,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,13,3,285,False,344.93,34493,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-12
MX-100002462,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,14,6,286,False,352.06,35206,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-13
MX-100002463,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,15,9,287,False,359.19,35919,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-14
MX-100002464,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,16,12,288,False,366.32,36632,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-15
MX-100002465,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,17,15,289,True,373.45,37345,USD,US,US,MacOS,Ecommerce,False,False,adyen,2025-10-16
MX-100002466,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,18,18,290,False,380.58,38058,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-17
MX-100002467,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,19,21,291,False,387.71,38771,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-18
MX-100002468,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,20,24,292,False,394.84,39484,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-19
MX-100002469,Maximor Demo Corp,CUST-010,Meridian Health,Amex,2025,21,27,293,False,401.97,40197,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-20
MX-100002470,Maximor Demo Corp,CUST-011,Beacon Biotech,Visa,2025,22,30,294,False,409.1,40910,USD,US,US,iOS,Ecommerce,False,False,adyen,2025-10-21
MX-100002471,Maximor Demo Corp,CUST-012,Copperline Logistics,Mastercard,2025,23,33,295,False,416.23,41623,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-22
MX-100002472,Maximor Demo Corp,CUST-013,Summit Civic,NexPay,2025,0,36,296,False,423.36,42336,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-23
MX-100002473,Maximor Demo Corp,CUST-014,Redwood Clinics,GlobalCard,2025,1,39,297,False,430.49,43049,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-24
MX-100002474,Maximor Demo Corp,CUST-015,Ironclad Software,Amex,2025,2,42,298,False,437.62,43762,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-25
MX-100002475,Maximor Demo Corp,CUST-001,Northwind Labs,Visa,2025,3,45,299,False,24.75,2475,USD,US,US,Android,Ecommerce,False,False,adyen,2025-10-26
MX-100002476,Maximor Demo Corp,CUST-002,Helios Analytics,Mastercard,2025,4,48,300,False,31.88,3188,USD,US,US,Windows,Ecommerce,False,False,stripe,2025-10-27
MX-100002477,Maximor Demo Corp,CUST-003,Acme Industrial,NexPay,2025,5,51,301,False,39.01,3901,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-10-28
MX-100002478,Maximor Demo Corp,CUST-004,Brightline Media,GlobalCard,2025,6,54,302,False,46.14,4614,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-10-29
MX-100002479,Maximor Demo Corp,CUST-005,Quiet Harbor,Amex,2025,7,57,303,False,53.27,5327,USD,US,US,Android,Ecommerce,False,False,stripe,2025-10-30
MX-100002480,Maximor Demo Corp,CUST-006,Pinnacle Retail,Visa,2025,8,0,304,False,60.4,6040,USD,US,US,Windows,Ecommerce,False,False,adyen,2025-10-31
MX-100002481,Maximor Demo Corp,CUST-007,Atlas Robotics,Mastercard,2025,9,3,305,False,67.53,6753,USD,US,US,MacOS,Ecommerce,False,False,stripe,2025-11-01
MX-100002482,Maximor Demo Corp,CUST-008,Lumen Labs,NexPay,2025,10,6,306,True,74.66,7466,USD,US,US,iOS,Ecommerce,False,False,stripe,2025-11-02
MX-100002483,Maximor Demo Corp,CUST-009,Northstar LLC,GlobalCard,2025,11,9,307,False,81.79,8179,USD,US,US,Android,Ecommerce,False,False,stripe,2025-11-03
